[SingleUserNotebookApp | WARNING] No nbgrader_config.py file found (rerun with --debug to see where nbgrader is looking)
[SingleUserNotebookApp | INFO] 200 PUT /user/xiongqiao/api/contents/disc00/disc00.ipynb (xiongqiao@10.240.0.158) 81.69ms
[SingleUserNotebookApp | INFO] 200 GET /user/xiongqiao/api/contents/disc00/disc00.ipynb?content=0&_=1534976666576 (xiongqiao@10.240.1.181) 390.75ms
[SingleUserNotebookApp | INFO] Saving file at /disc00/disc00.ipynb
[SingleUserNotebookApp | INFO] 200 PUT /user/xiongqiao/api/contents/disc00/disc00.ipynb (xiongqiao@10.240.1.181) 85.80ms
[SingleUserNotebookApp | INFO] 200 GET /user/xiongqiao/api/contents/disc00/disc00.ipynb?content=0&_=1534976666577 (xiongqiao@10.240.1.181) 2.23ms
[SingleUserNotebookApp | INFO] Saving file at /disc00/disc00.ipynb
[SingleUserNotebookApp | INFO] 200 PUT /user/xiongqiao/api/contents/disc00/disc00.ipynb (xiongqiao@10.240.1.181) 90.60ms
[SingleUserNotebookApp | INFO] 200 GET /user/xiongqiao/api/contents/disc00/disc00.ipynb?content=0&_=1534976666578 (xiongqiao@10.240.1.57) 23.66ms
[SingleUserNotebookApp | INFO] Saving file at /disc00/disc00.ipynb
[SingleUserNotebookApp | INFO] 200 PUT /user/xiongqiao/api/contents/disc00/disc00.ipynb (xiongqiao@10.240.1.57) 87.02ms
[SingleUserNotebookApp | INFO] 200 GET /user/xiongqiao/api/contents/disc00/disc00.ipynb?content=0&_=1534976666579 (xiongqiao@10.240.1.57) 2.54ms
[SingleUserNotebookApp | INFO] Saving file at /disc00/disc00.ipynb
[SingleUserNotebookApp | INFO] 200 PUT /user/xiongqiao/api/contents/disc00/disc00.ipynb (xiongqiao@10.240.1.57) 86.53ms
[SingleUserNotebookApp | INFO] 200 GET /user/xiongqiao/api/contents/disc00/disc00.ipynb?content=0&_=1534976666580 (xiongqiao@10.240.1.57) 2.15ms
[SingleUserNotebookApp | INFO] Saving file at /disc00/disc00.ipynb
[SingleUserNotebookApp | INFO] 200 PUT /user/xiongqiao/api/contents/disc00/disc00.ipynb (xiongqiao@10.240.1.57) 84.31ms
[SingleUserNotebookApp | WARNING] WebSocket ping timeout after 119952 ms.
[SingleUserNotebookApp | INFO] Starting buffering for 9bc8f13b-b56e-42cb-a8bd-741f413b8601:6e098ca425a1432688520cdee5fe82e0
[SingleUserNotebookApp | INFO] 200 GET /user/xiongqiao/api/contents/disc00/disc00.ipynb?content=0&_=1534976666581 (xiongqiao@10.240.1.119) 335.28ms
[SingleUserNotebookApp | INFO] Saving file at /disc00/disc00.ipynb
[SingleUserNotebookApp | INFO] 200 PUT /user/xiongqiao/api/contents/disc00/disc00.ipynb (xiongqiao@10.240.1.119) 86.13ms
[SingleUserNotebookApp | INFO] 200 GET /user/xiongqiao/api/sessions?_=1534976663130 (xiongqiao@10.240.0.158) 297.62ms
[SingleUserNotebookApp | INFO] 200 GET /user/xiongqiao/api/terminals?_=1534976663131 (xiongqiao@10.240.0.158) 1.29ms
[SingleUserNotebookApp | INFO] 200 GET /user/xiongqiao/api/contents/disc00?type=directory&_=1534976663132 (xiongqiao@10.240.0.158) 3.16ms
[SingleUserNotebookApp | INFO] 200 GET /user/xiongqiao/api/sessions?_=1534976663133 (xiongqiao@10.240.0.158) 1.48ms
[SingleUserNotebookApp | INFO] 200 GET /user/xiongqiao/api/terminals?_=1534976663134 (xiongqiao@10.240.0.158) 1.05ms
[SingleUserNotebookApp | INFO] 200 GET /user/xiongqiao/api/contents/disc00?type=directory&_=1534976663135 (xiongqiao@10.240.0.158) 2.64ms
[SingleUserNotebookApp | INFO] Adapting to protocol v5.1 for kernel 9bc8f13b-b56e-42cb-a8bd-741f413b8601
[SingleUserNotebookApp | INFO] 101 GET /user/xiongqiao/api/kernels/9bc8f13b-b56e-42cb-a8bd-741f413b8601/channels?session_id=6e098ca425a1432688520cdee5fe82e0 (xiongqiao@10.240.0.189) 3.57ms
[SingleUserNotebookApp | INFO] Restoring connection for 9bc8f13b-b56e-42cb-a8bd-741f413b8601:6e098ca425a1432688520cdee5fe82e0
[SingleUserNotebookApp | INFO] 200 GET /user/xiongqiao/api/sessions?_=1534976663136 (xiongqiao@10.240.0.158) 1.47ms
[SingleUserNotebookApp | INFO] 200 GET /user/xiongqiao/api/terminals?_=1534976663137 (xiongqiao@10.240.0.158) 0.98ms
[SingleUserNotebookApp | INFO] 200 GET /user/xiongqiao/api/contents/disc00?type=directory&_=1534976663138 (xiongqiao@10.240.0.158) 3.17ms
[SingleUserNotebookApp | INFO] 200 GET /user/xiongqiao/api/contents/disc00/disc00.ipynb?content=0&_=1534976666582 (xiongqiao@10.240.0.158) 3.22ms
[SingleUserNotebookApp | INFO] Saving file at /disc00/disc00.ipynb
[SingleUserNotebookApp | INFO] 200 PUT /user/xiongqiao/api/contents/disc00/disc00.ipynb (xiongqiao@10.240.0.158) 102.80ms
[SingleUserNotebookApp | INFO] 200 GET /user/xiongqiao/api/sessions?_=1534976663139 (xiongqiao@10.240.0.251) 296.31ms
[SingleUserNotebookApp | INFO] 200 GET /user/xiongqiao/api/terminals?_=1534976663140 (xiongqiao@10.240.0.251) 0.95ms
[SingleUserNotebookApp | INFO] 200 GET /user/xiongqiao/api/contents/disc00?type=directory&_=1534976663141 (xiongqiao@10.240.0.251) 3.17ms
[SingleUserNotebookApp | INFO] 200 GET /user/xiongqiao/api/sessions?_=1534976663142 (xiongqiao@10.240.0.251) 1.20ms
[SingleUserNotebookApp | INFO] 200 GET /user/xiongqiao/api/terminals?_=1534976663143 (xiongqiao@10.240.0.251) 0.91ms
[SingleUserNotebookApp | INFO] 200 GET /user/xiongqiao/api/contents/disc00?type=directory&_=1534976663144 (xiongqiao@10.240.0.251) 2.68ms
[SingleUserNotebookApp | INFO] 200 GET /user/xiongqiao/api/sessions?_=1534976663145 (xiongqiao@10.240.1.119) 1.35ms
[SingleUserNotebookApp | INFO] 200 GET /user/xiongqiao/api/terminals?_=1534976663146 (xiongqiao@10.240.1.119) 1.17ms
[SingleUserNotebookApp | INFO] 200 GET /user/xiongqiao/api/contents/disc00?type=directory&_=1534976663147 (xiongqiao@10.240.1.119) 4.29ms
[SingleUserNotebookApp | INFO] 200 GET /user/xiongqiao/api/sessions?_=1534976663148 (xiongqiao@10.240.0.189) 31.73ms
[SingleUserNotebookApp | INFO] 200 GET /user/xiongqiao/api/terminals?_=1534976663149 (xiongqiao@10.240.0.189) 1.03ms
[SingleUserNotebookApp | INFO] 200 GET /user/xiongqiao/api/contents/disc00?type=directory&_=1534976663150 (xiongqiao@10.240.0.189) 2.79ms
[SingleUserNotebookApp | INFO] 200 GET /user/xiongqiao/api/sessions?_=1534976663151 (xiongqiao@10.240.0.189) 1.17ms
[SingleUserNotebookApp | INFO] 200 GET /user/xiongqiao/api/terminals?_=1534976663152 (xiongqiao@10.240.0.189) 0.88ms
[SingleUserNotebookApp | INFO] 200 GET /user/xiongqiao/api/contents/disc00?type=directory&_=1534976663153 (xiongqiao@10.240.0.189) 2.43ms
[SingleUserNotebookApp | INFO] 200 GET /user/xiongqiao/api/terminals?_=1534976663155 (xiongqiao@10.240.0.189) 315.95ms
[SingleUserNotebookApp | INFO] 200 GET /user/xiongqiao/api/sessions?_=1534976663154 (xiongqiao@10.240.0.189) 1.22ms
[SingleUserNotebookApp | INFO] 200 GET /user/xiongqiao/api/contents/disc00?type=directory&_=1534976663156 (xiongqiao@10.240.0.189) 3.17ms
[SingleUserNotebookApp | WARNING] WebSocket ping timeout after 119972 ms.
[SingleUserNotebookApp | INFO] Starting buffering for 9bc8f13b-b56e-42cb-a8bd-741f413b8601:6e098ca425a1432688520cdee5fe82e0
[SingleUserNotebookApp | CRITICAL] received signal 15, stopping
[SingleUserNotebookApp | INFO] Shutting down 1 kernel
[SingleUserNotebookApp | INFO] Kernel shutdown: 9bc8f13b-b56e-42cb-a8bd-741f413b8601
[SingleUserNotebookApp | WARNING] No nbgrader_config.py file found (rerun with --debug to see where nbgrader is looking)
[SingleUserNotebookApp | INFO] Loading the validate_assignment nbgrader serverextension
[SingleUserNotebookApp | INFO] Starting jupyterhub-singleuser server version 0.8.1
[SingleUserNotebookApp | INFO] Serving notebooks from local directory: /home/jovyan
[SingleUserNotebookApp | INFO] The Jupyter Notebook is running at:
[SingleUserNotebookApp | INFO] http://(jupyter-xiongqiao or 127.0.0.1):8888/user/xiongqiao/
[SingleUserNotebookApp | INFO] Use Control-C to stop this server and shut down all kernels (twice to skip confirmation).
[SingleUserNotebookApp | INFO] 302 GET /user/xiongqiao/ → /user/xiongqiao/tree? (@10.240.1.84) 0.81ms
[SingleUserNotebookApp | INFO] 302 GET /user/xiongqiao/api/terminals?_=1534976663158&redirects=1 → /hub/api/oauth2/authorize?client_id=user-xiongqiao&redirect_uri=%2Fuser%2Fxiongqiao%2Foauth_callback&response_type=code&state=eyJ1dWlkIjogIjVhNmVlZTU5ZWQyYjQyNzU5MzJhZTVjNGI5YTIxNDVhIiwgIm5leHRfdXJsIjogIi91c2VyL3hpb25ncWlhby9hcGkvdGVybWluYWxzP189MTUzNDk3NjY2MzE1OCZyZWRpcmVjdHM9MSJ9 (@10.240.0.65) 2.43ms
[SingleUserNotebookApp | INFO] 302 GET /user/xiongqiao/api/sessions?_=1534976663157&redirects=1 → /hub/api/oauth2/authorize?client_id=user-xiongqiao&redirect_uri=%2Fuser%2Fxiongqiao%2Foauth_callback&response_type=code&state=eyJ1dWlkIjogIjc2YWM3MzIyMjgwZDQ4Mzg4YjA5ZDAyZGUwNTZjYTMyIiwgIm5leHRfdXJsIjogIi91c2VyL3hpb25ncWlhby9hcGkvc2Vzc2lvbnM_Xz0xNTM0OTc2NjYzMTU3JnJlZGlyZWN0cz0xIn0 (@10.240.0.65) 1.39ms
[SingleUserNotebookApp | WARNING] oauth state 'eyJ1dWlkIjogIjVhNmVlZTU5ZWQyYjQyNzU5MzJhZTVjNGI5YTIxNDVhIiwgIm5leHRfdXJsIjogIi91c2VyL3hpb25ncWlhby9hcGkvdGVybWluYWxzP189MTUzNDk3NjY2MzE1OCZyZWRpcmVjdHM9MSJ9' != 'eyJ1dWlkIjogIjc2YWM3MzIyMjgwZDQ4Mzg4YjA5ZDAyZGUwNTZjYTMyIiwgIm5leHRfdXJsIjogIi91c2VyL3hpb25ncWlhby9hcGkvc2Vzc2lvbnM_Xz0xNTM0OTc2NjYzMTU3JnJlZGlyZWN0cz0xIn0'
[SingleUserNotebookApp | WARNING] 403 GET /user/xiongqiao/oauth_callback?code=6e24a7ac-4934-4d38-903b-403471fac411&state=eyJ1dWlkIjogIjVhNmVlZTU5ZWQyYjQyNzU5MzJhZTVjNGI5YTIxNDVhIiwgIm5leHRfdXJsIjogIi91c2VyL3hpb25ncWlhby9hcGkvdGVybWluYWxzP189MTUzNDk3NjY2MzE1OCZyZWRpcmVjdHM9MSJ9 (10.240.0.65): oauth state does not match. Try logging in again.
[SingleUserNotebookApp | WARNING] 403 GET /user/xiongqiao/oauth_callback?code=6e24a7ac-4934-4d38-903b-403471fac411&state=eyJ1dWlkIjogIjVhNmVlZTU5ZWQyYjQyNzU5MzJhZTVjNGI5YTIxNDVhIiwgIm5leHRfdXJsIjogIi91c2VyL3hpb25ncWlhby9hcGkvdGVybWluYWxzP189MTUzNDk3NjY2MzE1OCZyZWRpcmVjdHM9MSJ9 (@10.240.0.65) 36.52ms
[SingleUserNotebookApp | WARNING] oauth state 'eyJ1dWlkIjogIjc2YWM3MzIyMjgwZDQ4Mzg4YjA5ZDAyZGUwNTZjYTMyIiwgIm5leHRfdXJsIjogIi91c2VyL3hpb25ncWlhby9hcGkvc2Vzc2lvbnM_Xz0xNTM0OTc2NjYzMTU3JnJlZGlyZWN0cz0xIn0' != None
[SingleUserNotebookApp | WARNING] 403 GET /user/xiongqiao/oauth_callback?code=680b396d-9960-4547-ae54-60250ada8510&state=eyJ1dWlkIjogIjc2YWM3MzIyMjgwZDQ4Mzg4YjA5ZDAyZGUwNTZjYTMyIiwgIm5leHRfdXJsIjogIi91c2VyL3hpb25ncWlhby9hcGkvc2Vzc2lvbnM_Xz0xNTM0OTc2NjYzMTU3JnJlZGlyZWN0cz0xIn0 (10.240.0.65): oauth state does not match. Try logging in again.
[SingleUserNotebookApp | WARNING] 403 GET /user/xiongqiao/oauth_callback?code=680b396d-9960-4547-ae54-60250ada8510&state=eyJ1dWlkIjogIjc2YWM3MzIyMjgwZDQ4Mzg4YjA5ZDAyZGUwNTZjYTMyIiwgIm5leHRfdXJsIjogIi91c2VyL3hpb25ncWlhby9hcGkvc2Vzc2lvbnM_Xz0xNTM0OTc2NjYzMTU3JnJlZGlyZWN0cz0xIn0 (@10.240.0.65) 2.39ms
[SingleUserNotebookApp | CRITICAL] received signal 15, stopping
[SingleUserNotebookApp | INFO] Shutting down 0 kernels
[SingleUserNotebookApp | WARNING] No nbgrader_config.py file found (rerun with --debug to see where nbgrader is looking)
[SingleUserNotebookApp | INFO] Loading the validate_assignment nbgrader serverextension
[SingleUserNotebookApp | INFO] Starting jupyterhub-singleuser server version 0.8.1
[SingleUserNotebookApp | INFO] Serving notebooks from local directory: /home/jovyan
[SingleUserNotebookApp | INFO] The Jupyter Notebook is running at:
[SingleUserNotebookApp | INFO] http://(jupyter-xiongqiao or 127.0.0.1):8888/user/xiongqiao/
[SingleUserNotebookApp | INFO] Use Control-C to stop this server and shut down all kernels (twice to skip confirmation).
[SingleUserNotebookApp | INFO] 302 GET /user/xiongqiao/ → /user/xiongqiao/tree? (@10.240.1.84) 0.71ms
[SingleUserNotebookApp | INFO] 302 GET /user/xiongqiao/api/sessions?_=1534976663161 → /hub/api/oauth2/authorize?client_id=user-xiongqiao&redirect_uri=%2Fuser%2Fxiongqiao%2Foauth_callback&response_type=code&state=eyJ1dWlkIjogImQxYThkNzhkY2M5NDQwNDE4ZTVjNjE4Mjk4NzE5MDA1IiwgIm5leHRfdXJsIjogIi91c2VyL3hpb25ncWlhby9hcGkvc2Vzc2lvbnM_Xz0xNTM0OTc2NjYzMTYxIn0 (@10.240.2.49) 2.34ms
[SingleUserNotebookApp | INFO] 302 GET /user/xiongqiao/api/terminals?_=1534976663162 → /hub/api/oauth2/authorize?client_id=user-xiongqiao&redirect_uri=%2Fuser%2Fxiongqiao%2Foauth_callback&response_type=code&state=eyJ1dWlkIjogImM2MDM0YWRjNjQwMzQ5ODc5ODU5NmNjODQ1NzhjZmEzIiwgIm5leHRfdXJsIjogIi91c2VyL3hpb25ncWlhby9hcGkvdGVybWluYWxzP189MTUzNDk3NjY2MzE2MiJ9 (@10.240.2.49) 1.14ms
[SingleUserNotebookApp | WARNING] oauth state 'eyJ1dWlkIjogImQxYThkNzhkY2M5NDQwNDE4ZTVjNjE4Mjk4NzE5MDA1IiwgIm5leHRfdXJsIjogIi91c2VyL3hpb25ncWlhby9hcGkvc2Vzc2lvbnM_Xz0xNTM0OTc2NjYzMTYxIn0' != 'eyJ1dWlkIjogImM2MDM0YWRjNjQwMzQ5ODc5ODU5NmNjODQ1NzhjZmEzIiwgIm5leHRfdXJsIjogIi91c2VyL3hpb25ncWlhby9hcGkvdGVybWluYWxzP189MTUzNDk3NjY2MzE2MiJ9'
[SingleUserNotebookApp | WARNING] 403 GET /user/xiongqiao/oauth_callback?code=073c9f47-5ad5-49f3-9725-8347706e4d88&state=eyJ1dWlkIjogImQxYThkNzhkY2M5NDQwNDE4ZTVjNjE4Mjk4NzE5MDA1IiwgIm5leHRfdXJsIjogIi91c2VyL3hpb25ncWlhby9hcGkvc2Vzc2lvbnM_Xz0xNTM0OTc2NjYzMTYxIn0 (10.240.2.49): oauth state does not match. Try logging in again.
[SingleUserNotebookApp | WARNING] 403 GET /user/xiongqiao/oauth_callback?code=073c9f47-5ad5-49f3-9725-8347706e4d88&state=eyJ1dWlkIjogImQxYThkNzhkY2M5NDQwNDE4ZTVjNjE4Mjk4NzE5MDA1IiwgIm5leHRfdXJsIjogIi91c2VyL3hpb25ncWlhby9hcGkvc2Vzc2lvbnM_Xz0xNTM0OTc2NjYzMTYxIn0 (@10.240.2.49) 30.70ms
[SingleUserNotebookApp | WARNING] oauth state 'eyJ1dWlkIjogImM2MDM0YWRjNjQwMzQ5ODc5ODU5NmNjODQ1NzhjZmEzIiwgIm5leHRfdXJsIjogIi91c2VyL3hpb25ncWlhby9hcGkvdGVybWluYWxzP189MTUzNDk3NjY2MzE2MiJ9' != None
[SingleUserNotebookApp | WARNING] 403 GET /user/xiongqiao/oauth_callback?code=a1b3cb33-b737-4e85-9bf6-85a57d73e60e&state=eyJ1dWlkIjogImM2MDM0YWRjNjQwMzQ5ODc5ODU5NmNjODQ1NzhjZmEzIiwgIm5leHRfdXJsIjogIi91c2VyL3hpb25ncWlhby9hcGkvdGVybWluYWxzP189MTUzNDk3NjY2MzE2MiJ9 (10.240.2.49): oauth state does not match. Try logging in again.
[SingleUserNotebookApp | WARNING] 403 GET /user/xiongqiao/oauth_callback?code=a1b3cb33-b737-4e85-9bf6-85a57d73e60e&state=eyJ1dWlkIjogImM2MDM0YWRjNjQwMzQ5ODc5ODU5NmNjODQ1NzhjZmEzIiwgIm5leHRfdXJsIjogIi91c2VyL3hpb25ncWlhby9hcGkvdGVybWluYWxzP189MTUzNDk3NjY2MzE2MiJ9 (@10.240.2.49) 2.48ms
[SingleUserNotebookApp | INFO] 302 GET /user/xiongqiao/api/sessions?_=1534976663163 → /hub/api/oauth2/authorize?client_id=user-xiongqiao&redirect_uri=%2Fuser%2Fxiongqiao%2Foauth_callback&response_type=code&state=eyJ1dWlkIjogIjZjYzExNmRkYjdmZTQwOTNiNzZkNDFlOWU2NzZiNmQ5IiwgIm5leHRfdXJsIjogIi91c2VyL3hpb25ncWlhby9hcGkvc2Vzc2lvbnM_Xz0xNTM0OTc2NjYzMTYzIn0 (@10.240.2.49) 1.36ms
[SingleUserNotebookApp | INFO] 302 GET /user/xiongqiao/api/terminals?_=1534976663164 → /hub/api/oauth2/authorize?client_id=user-xiongqiao&redirect_uri=%2Fuser%2Fxiongqiao%2Foauth_callback&response_type=code&state=eyJ1dWlkIjogIjk2NjBiM2UxNDE3YzQ5Njk5ZTA1ZjRlNDY2ODNkZTcwIiwgIm5leHRfdXJsIjogIi91c2VyL3hpb25ncWlhby9hcGkvdGVybWluYWxzP189MTUzNDk3NjY2MzE2NCJ9 (@10.240.2.49) 1.37ms
[SingleUserNotebookApp | WARNING] oauth state 'eyJ1dWlkIjogIjZjYzExNmRkYjdmZTQwOTNiNzZkNDFlOWU2NzZiNmQ5IiwgIm5leHRfdXJsIjogIi91c2VyL3hpb25ncWlhby9hcGkvc2Vzc2lvbnM_Xz0xNTM0OTc2NjYzMTYzIn0' != 'eyJ1dWlkIjogIjk2NjBiM2UxNDE3YzQ5Njk5ZTA1ZjRlNDY2ODNkZTcwIiwgIm5leHRfdXJsIjogIi91c2VyL3hpb25ncWlhby9hcGkvdGVybWluYWxzP189MTUzNDk3NjY2MzE2NCJ9'
[SingleUserNotebookApp | WARNING] 403 GET /user/xiongqiao/oauth_callback?code=88d8019f-a434-4566-b3a4-898e038755d6&state=eyJ1dWlkIjogIjZjYzExNmRkYjdmZTQwOTNiNzZkNDFlOWU2NzZiNmQ5IiwgIm5leHRfdXJsIjogIi91c2VyL3hpb25ncWlhby9hcGkvc2Vzc2lvbnM_Xz0xNTM0OTc2NjYzMTYzIn0 (10.240.2.49): oauth state does not match. Try logging in again.
[SingleUserNotebookApp | WARNING] 403 GET /user/xiongqiao/oauth_callback?code=88d8019f-a434-4566-b3a4-898e038755d6&state=eyJ1dWlkIjogIjZjYzExNmRkYjdmZTQwOTNiNzZkNDFlOWU2NzZiNmQ5IiwgIm5leHRfdXJsIjogIi91c2VyL3hpb25ncWlhby9hcGkvc2Vzc2lvbnM_Xz0xNTM0OTc2NjYzMTYzIn0 (@10.240.2.49) 3.17ms
[SingleUserNotebookApp | INFO] Logged-in user {'kind': 'user', 'name': 'xiongqiao', 'admin': False, 'groups': [], 'server': '/user/xiongqiao/', 'pending': None, 'last_activity': '2018-08-23T04:56:13.054000'}
[SingleUserNotebookApp | INFO] 302 GET /user/xiongqiao/oauth_callback?code=cb805219-25a1-4d5e-b895-9af3ac0caeeb&state=eyJ1dWlkIjogIjk2NjBiM2UxNDE3YzQ5Njk5ZTA1ZjRlNDY2ODNkZTcwIiwgIm5leHRfdXJsIjogIi91c2VyL3hpb25ncWlhby9hcGkvdGVybWluYWxzP189MTUzNDk3NjY2MzE2NCJ9 → /user/xiongqiao/api/terminals?_=1534976663164 (@10.240.2.49) 823.46ms
[SingleUserNotebookApp | INFO] 200 GET /user/xiongqiao/api/terminals?_=1534976663164 (xiongqiao@10.240.2.49) 13.40ms
[SingleUserNotebookApp | INFO] 200 GET /user/xiongqiao/api/sessions?_=1534976663165 (xiongqiao@10.240.2.49) 1.67ms
[SingleUserNotebookApp | INFO] 200 GET /user/xiongqiao/api/terminals?_=1534976663166 (xiongqiao@10.240.2.49) 0.76ms
[SingleUserNotebookApp | INFO] 200 GET /user/xiongqiao/api/contents/disc00?type=directory&_=1534976663167 (xiongqiao@10.240.2.49) 4.56ms
[SingleUserNotebookApp | INFO] 200 GET /user/xiongqiao/api/sessions?_=1534976663168 (xiongqiao@10.240.2.49) 1.10ms
[SingleUserNotebookApp | INFO] 200 GET /user/xiongqiao/api/terminals?_=1534976663169 (xiongqiao@10.240.2.49) 0.81ms
[SingleUserNotebookApp | INFO] 200 GET /user/xiongqiao/api/contents/disc00?type=directory&_=1534976663170 (xiongqiao@10.240.2.49) 3.38ms
[SingleUserNotebookApp | INFO] 200 GET /user/xiongqiao/api/sessions?_=1534976663171 (xiongqiao@10.240.2.49) 1.38ms
[SingleUserNotebookApp | INFO] 200 GET /user/xiongqiao/api/terminals?_=1534976663172 (xiongqiao@10.240.2.49) 0.95ms
[SingleUserNotebookApp | INFO] 200 GET /user/xiongqiao/api/contents/disc00?type=directory&_=1534976663173 (xiongqiao@10.240.2.49) 2.28ms
[SingleUserNotebookApp | INFO] 200 GET /user/xiongqiao/api/sessions?_=1534976663174 (xiongqiao@10.240.2.49) 1.33ms
[SingleUserNotebookApp | INFO] 200 GET /user/xiongqiao/api/terminals?_=1534976663175 (xiongqiao@10.240.2.49) 0.85ms
[SingleUserNotebookApp | INFO] 200 GET /user/xiongqiao/api/contents/disc00?type=directory&_=1534976663176 (xiongqiao@10.240.2.49) 3.66ms
[SingleUserNotebookApp | CRITICAL] received signal 15, stopping
[SingleUserNotebookApp | INFO] Shutting down 0 kernels
[SingleUserNotebookApp | WARNING] No nbgrader_config.py file found (rerun with --debug to see where nbgrader is looking)
[SingleUserNotebookApp | INFO] Loading the validate_assignment nbgrader serverextension
[SingleUserNotebookApp | INFO] Starting jupyterhub-singleuser server version 0.8.1
[SingleUserNotebookApp | INFO] Serving notebooks from local directory: /home/jovyan
[SingleUserNotebookApp | INFO] The Jupyter Notebook is running at:
[SingleUserNotebookApp | INFO] http://(jupyter-xiongqiao or 127.0.0.1):8888/user/xiongqiao/
[SingleUserNotebookApp | INFO] Use Control-C to stop this server and shut down all kernels (twice to skip confirmation).
[SingleUserNotebookApp | INFO] 302 GET /user/xiongqiao/ → /user/xiongqiao/tree? (@10.240.1.84) 0.70ms
[SingleUserNotebookApp | INFO] 302 GET /user/xiongqiao/api/contents?type=directory&_=1534976663179 → /hub/api/oauth2/authorize?client_id=user-xiongqiao&redirect_uri=%2Fuser%2Fxiongqiao%2Foauth_callback&response_type=code&state=eyJ1dWlkIjogImUxNTE1MTA1MjRjZjQ1MmU4MDFhODVjZTE5MDQxZjlkIiwgIm5leHRfdXJsIjogIi91c2VyL3hpb25ncWlhby9hcGkvY29udGVudHM_dHlwZT1kaXJlY3RvcnkmXz0xNTM0OTc2NjYzMTc5In0 (@10.240.1.119) 2.48ms
[SingleUserNotebookApp | INFO] Logged-in user {'kind': 'user', 'name': 'xiongqiao', 'admin': False, 'groups': [], 'server': '/user/xiongqiao/', 'pending': None, 'last_activity': '2018-08-23T06:17:42.234964'}
[SingleUserNotebookApp | INFO] 302 GET /user/xiongqiao/oauth_callback?code=3fd8d43d-7776-41fd-9350-9a5ba62d0ddc&state=eyJ1dWlkIjogImUxNTE1MTA1MjRjZjQ1MmU4MDFhODVjZTE5MDQxZjlkIiwgIm5leHRfdXJsIjogIi91c2VyL3hpb25ncWlhby9hcGkvY29udGVudHM_dHlwZT1kaXJlY3RvcnkmXz0xNTM0OTc2NjYzMTc5In0 → /user/xiongqiao/api/contents?type=directory&_=1534976663179 (@10.240.1.119) 1282.69ms
[SingleUserNotebookApp | WARNING] Detected unused OAuth state cookies
[SingleUserNotebookApp | INFO] 302 GET /user/xiongqiao/api/contents?type=directory&_=1534976663180 → /hub/api/oauth2/authorize?client_id=user-xiongqiao&redirect_uri=%2Fuser%2Fxiongqiao%2Foauth_callback&response_type=code&state=eyJ1dWlkIjogImU5NDBiMzMyMGZkNjQwZjE4OGY1YTljOGE2N2RhMzA4IiwgIm5leHRfdXJsIjogIi91c2VyL3hpb25ncWlhby9hcGkvY29udGVudHM_dHlwZT1kaXJlY3RvcnkmXz0xNTM0OTc2NjYzMTgwIiwgImNvb2tpZV9uYW1lIjogInVzZXIteGlvbmdxaWFvLW9hdXRoLXN0YXRlLW5jbmNrYmV1In0 (@10.240.1.119) 1.92ms
[SingleUserNotebookApp | INFO] 200 GET /user/xiongqiao/api/contents?type=directory&_=1534976663179 (xiongqiao@10.240.1.119) 496.57ms
[SingleUserNotebookApp | INFO] Logged-in user {'kind': 'user', 'name': 'xiongqiao', 'admin': False, 'groups': [], 'server': '/user/xiongqiao/', 'pending': None, 'last_activity': '2018-08-23T06:17:42.234964'}
[SingleUserNotebookApp | INFO] 302 GET /user/xiongqiao/oauth_callback?code=fecad04c-3fc6-4b47-8f44-40f7b391e51b&state=eyJ1dWlkIjogImU5NDBiMzMyMGZkNjQwZjE4OGY1YTljOGE2N2RhMzA4IiwgIm5leHRfdXJsIjogIi91c2VyL3hpb25ncWlhby9hcGkvY29udGVudHM_dHlwZT1kaXJlY3RvcnkmXz0xNTM0OTc2NjYzMTgwIiwgImNvb2tpZV9uYW1lIjogInVzZXIteGlvbmdxaWFvLW9hdXRoLXN0YXRlLW5jbmNrYmV1In0 → /user/xiongqiao/api/contents?type=directory&_=1534976663180 (xiongqiao@10.240.1.119) 910.47ms
